sep=,
Time, TEMP, HUMIDITY, SOUND(defect)
2024-12-12 23:02:27,27.59, 128.06, 53
2024-12-12 23:02:32,27.62, 128.00, 53
2024-12-12 23:02:37,27.59, 127.87, 53
2024-12-12 23:02:43,27.62, 128.00, 52
2024-12-12 23:02:48,27.59, 128.00, 52
2024-12-12 23:02:53,27.59, 128.00, 52
2024-12-12 23:02:59,27.59, 127.87, 51
2024-12-12 23:03:04,27.62, 127.81, 51
2024-12-12 23:03:09,27.62, 127.75, 51
2024-12-12 23:03:15,27.59, 127.75, 51
2024-12-12 23:03:20,27.62, 127.94, 51
2024-12-12 23:03:25,27.59, 127.75, 52
2024-12-12 23:03:30,27.56, 127.75, 51
2024-12-12 23:03:36,27.59, 127.69, 51
2024-12-12 23:03:41,27.59, 127.62, 51
2024-12-12 23:03:46,27.56, 127.81, 51
2024-12-12 23:03:52,27.59, 127.87, 51
2024-12-12 23:03:57,27.59, 127.69, 51
2024-12-12 23:04:02,27.59, 127.75, 51
2024-12-12 23:04:08,27.59, 127.75, 51
2024-12-12 23:04:13,27.59, 127.87, 51
2024-12-12 23:04:18,27.59, 127.69, 51
2024-12-12 23:04:24,27.59, 127.75, 51
2024-12-12 23:04:29,27.59, 127.81, 51
2024-12-12 23:04:34,27.56, 127.87, 51
2024-12-12 23:04:40,27.56, 127.87, 51
2024-12-12 23:04:45,27.62, 127.81, 51
2024-12-12 23:04:50,27.62, 127.69, 51
2024-12-12 23:04:55,27.59, 127.81, 51
2024-12-12 23:05:01,27.59, 127.69, 50
2024-12-12 23:05:06,27.59, 127.87, 51
2024-12-12 23:05:11,27.59, 127.81, 51
2024-12-12 23:05:17,27.59, 127.75, 53
2024-12-12 23:05:22,27.56, 127.81, 51
2024-12-12 23:05:27,27.59, 127.81, 51
2024-12-12 23:05:33,27.59, 127.87, 51
2024-12-12 23:05:38,27.62, 127.81, 50
2024-12-12 23:05:43,27.62, 127.75, 50
2024-12-12 23:05:49,27.59, 127.81, 50
2024-12-12 23:05:54,27.62, 127.87, 51
2024-12-12 23:05:59,27.59, 127.56, 50
2024-12-12 23:06:05,27.59, 127.62, 50
2024-12-12 23:06:10,27.59, 127.75, 51
2024-12-12 23:06:15,27.62, 127.81, 50
2024-12-12 23:06:21,27.59, 127.75, 50
2024-12-12 23:06:26,27.59, 127.69, 51
2024-12-12 23:06:31,27.59, 127.75, 51
2024-12-12 23:06:36,27.59, 127.87, 51
2024-12-12 23:06:42,27.56, 127.87, 50
2024-12-12 23:06:47,27.59, 127.69, 50
2024-12-12 23:06:52,27.59, 127.81, 52
2024-12-12 23:06:58,27.59, 127.75, 50
2024-12-12 23:07:03,27.59, 127.87, 51
2024-12-12 23:07:08,27.62, 127.75, 50
2024-12-12 23:07:14,27.62, 127.94, 51
2024-12-12 23:07:19,27.62, 127.81, 50
2024-12-12 23:07:24,27.56, 127.87, 51
2024-12-12 23:07:30,27.62, 127.69, 51
2024-12-12 23:07:35,27.59, 127.87, 50
2024-12-12 23:07:40,27.59, 127.81, 50
2024-12-12 23:07:46,27.62, 127.75, 50
2024-12-12 23:07:51,27.62, 127.62, 50
2024-12-12 23:07:56,27.59, 127.56, 50
2024-12-12 23:08:02,27.59, 127.62, 50
2024-12-12 23:08:07,27.59, 127.56, 50
2024-12-12 23:08:12,27.62, 127.69, 50
2024-12-12 23:08:18,27.62, 127.62, 50
2024-12-12 23:08:23,27.62, 127.81, 51
2024-12-12 23:08:28,27.62, 127.56, 51
2024-12-12 23:08:33,27.62, 127.56, 50
2024-12-12 23:08:39,27.62, 127.75, 51
2024-12-12 23:08:44,27.59, 127.62, 50
