sep=,
Time, TEMP, HUMIDITY, SOUND(defect)
2024-12-25 22:18:39,28.37, 94.12, 11
2024-12-25 22:18:44,28.37, 93.81, 11
2024-12-25 22:18:49,28.34, 93.56, 10
2024-12-25 22:18:54,28.34, 93.25, 11
2024-12-25 22:18:59,28.37, 93.25, 11
2024-12-25 22:19:05,28.34, 93.12, 11
2024-12-25 22:19:10,28.34, 92.94, 11
2024-12-25 22:19:15,28.28, 93.00, 11
2024-12-25 22:19:20,28.34, 93.06, 11
2024-12-25 22:19:25,28.31, 93.12, 11
2024-12-25 22:19:30,28.34, 93.25, 11
2024-12-25 22:19:35,28.37, 93.37, 11
2024-12-25 22:19:40,28.37, 93.44, 11
2024-12-25 22:19:45,28.37, 93.56, 11
2024-12-25 22:19:50,28.37, 93.56, 11
2024-12-25 22:19:55,28.41, 93.62, 11
2024-12-25 22:20:00,28.37, 93.62, 11
2024-12-25 22:20:05,28.31, 93.81, 11
2024-12-25 22:20:10,28.31, 93.94, 11
2024-12-25 22:20:15,28.34, 94.06, 11
2024-12-25 22:20:20,28.28, 94.06, 11
2024-12-25 22:20:25,28.31, 94.06, 11
2024-12-25 22:20:30,28.31, 94.06, 11
2024-12-25 22:20:35,28.31, 94.00, 11
2024-12-25 22:20:40,28.28, 94.00, 11
2024-12-25 22:20:46,28.31, 94.12, 11
2024-12-25 22:20:51,28.31, 94.12, 11
2024-12-25 22:20:56,28.28, 94.19, 11
2024-12-25 22:21:01,28.28, 94.12, 11
2024-12-25 22:21:06,28.25, 94.06, 11
2024-12-25 22:21:11,28.25, 94.06, 11
2024-12-25 22:21:16,28.28, 93.94, 11
2024-12-25 22:21:21,28.28, 93.94, 11
2024-12-25 22:21:26,28.28, 94.06, 11
2024-12-25 22:21:31,28.28, 94.19, 11
2024-12-25 22:21:36,28.28, 94.19, 10
2024-12-25 22:21:41,28.28, 94.19, 11
2024-12-25 22:21:46,28.28, 94.00, 11
2024-12-25 22:21:51,28.28, 93.87, 11
2024-12-25 22:21:56,28.34, 94.19, 11
2024-12-25 22:22:01,28.28, 94.31, 11
2024-12-25 22:22:06,28.28, 94.62, 11
2024-12-25 22:22:11,28.31, 94.75, 11
2024-12-25 22:22:16,28.28, 94.69, 11
2024-12-25 22:22:22,28.28, 94.56, 11
2024-12-25 22:22:27,28.28, 94.50, 11
2024-12-25 22:22:32,28.28, 94.56, 11
2024-12-25 22:22:37,28.28, 94.56, 11
2024-12-25 22:22:42,28.28, 94.44, 11
2024-12-25 22:22:47,28.28, 94.37, 11
2024-12-25 22:22:52,28.31, 94.56, 11
2024-12-25 22:22:57,28.28, 94.56, 11
2024-12-25 22:23:02,28.31, 94.62, 11
2024-12-25 22:23:07,28.28, 94.87, 11
2024-12-25 22:23:12,28.31, 95.06, 11
2024-12-25 22:23:17,28.31, 95.06, 11
2024-12-25 22:23:22,28.28, 94.87, 12
2024-12-25 22:23:27,28.28, 94.87, 11
2024-12-25 22:23:32,28.28, 94.69, 11
2024-12-25 22:23:37,28.28, 94.75, 11
2024-12-25 22:23:42,28.34, 94.56, 11
2024-12-25 22:23:47,28.31, 94.69, 11
2024-12-25 22:23:52,28.28, 94.62, 11
2024-12-25 22:23:57,28.31, 94.44, 11
2024-12-25 22:24:02,28.31, 94.56, 11
2024-12-25 22:24:08,28.31, 94.75, 11
2024-12-25 22:24:13,28.28, 94.81, 11
2024-12-25 22:24:18,28.31, 94.81, 11
2024-12-25 22:24:23,28.31, 94.75, 11
2024-12-25 22:24:28,28.34, 94.69, 11
2024-12-25 22:24:33,28.31, 94.56, 11
2024-12-25 22:24:38,28.31, 94.25, 11
2024-12-25 22:24:43,28.34, 94.12, 11
2024-12-25 22:24:48,28.31, 94.00, 11
2024-12-25 22:24:53,28.34, 94.19, 11
2024-12-25 22:24:58,28.34, 94.25, 11
2024-12-25 22:25:03,28.28, 94.31, 11
2024-12-25 22:25:08,28.31, 94.31, 11
2024-12-25 22:25:13,28.31, 94.56, 11
2024-12-25 22:25:18,28.31, 94.56, 11
2024-12-25 22:25:23,28.28, 94.69, 11
2024-12-25 22:25:28,28.28, 94.56, 11
2024-12-25 22:25:33,28.31, 94.56, 11
2024-12-25 22:25:38,28.31, 94.62, 11
2024-12-25 22:25:44,28.31, 94.50, 11
2024-12-25 22:25:49,28.31, 94.37, 11
2024-12-25 22:25:54,28.31, 94.37, 11
2024-12-25 22:25:59,28.31, 94.31, 11
2024-12-25 22:26:04,28.31, 94.31, 11
2024-12-25 22:26:09,28.31, 94.19, 11
2024-12-25 22:26:14,28.31, 94.37, 11
2024-12-25 22:26:19,28.34, 94.31, 11
2024-12-25 22:26:24,28.28, 94.37, 12
2024-12-25 22:26:29,28.31, 94.37, 12
2024-12-25 22:26:34,28.31, 94.56, 11
2024-12-25 22:26:39,28.31, 94.44, 11
2024-12-25 22:26:44,28.34, 94.50, 11
2024-12-25 22:26:49,28.31, 94.31, 12
2024-12-25 22:26:54,28.31, 94.25, 11
2024-12-25 22:26:59,28.34, 94.25, 11
2024-12-25 22:27:04,28.31, 94.25, 11
2024-12-25 22:27:09,28.31, 94.19, 11
2024-12-25 22:27:14,28.34, 94.31, 11
2024-12-25 22:27:19,28.31, 94.19, 11
2024-12-25 22:27:25,28.31, 94.25, 11
2024-12-25 22:27:30,28.31, 94.19, 11
2024-12-25 22:27:35,28.31, 94.19, 12
2024-12-25 22:27:40,28.31, 94.19, 11
2024-12-25 22:27:45,28.28, 94.44, 11
2024-12-25 22:27:50,28.31, 94.19, 12
2024-12-25 22:27:55,28.31, 94.31, 11
2024-12-25 22:28:00,28.31, 94.25, 11
2024-12-25 22:28:05,28.34, 94.31, 11
2024-12-25 22:28:10,28.31, 94.37, 11
2024-12-25 22:28:15,28.31, 94.37, 11
2024-12-25 22:28:20,28.31, 94.37, 11
2024-12-25 22:28:25,28.34, 94.31, 11
2024-12-25 22:28:30,28.37, 94.44, 11
2024-12-25 22:28:35,28.34, 94.44, 11
2024-12-25 22:28:40,28.34, 94.56, 11
2024-12-25 22:28:45,28.34, 94.44, 12
2024-12-25 22:28:50,28.34, 94.37, 11
2024-12-25 22:28:55,28.37, 94.37, 11
2024-12-25 22:29:00,28.31, 94.25, 12
2024-12-25 22:29:05,28.31, 94.37, 11
2024-12-25 22:29:10,28.31, 94.37, 11
2024-12-25 22:29:16,28.34, 94.19, 11
2024-12-25 22:29:21,28.28, 94.12, 11
