sep=,
Time, TEMP, HUMIDITY, SOUND(defect)
2024-13-13 23:02:27,26.59, 128.06, 53
2024-13-13 23:02:32,26.62, 128.00, 53
2024-13-13 23:02:37,26.59, 127.87, 53
2024-13-13 23:02:43,26.62, 128.00, 52
2024-13-13 23:02:48,26.59, 128.00, 52
2024-13-13 23:02:53,26.59, 128.00, 52
2024-13-13 23:02:59,26.59, 127.87, 51
2024-13-13 23:03:04,26.62, 127.81, 51
2024-13-13 23:03:09,26.62, 127.75, 51
2024-13-13 23:03:15,26.59, 127.75, 51
2024-13-13 23:03:20,26.62, 127.94, 51
2024-13-13 23:03:25,26.59, 127.75, 52
2024-13-13 23:03:30,26.56, 127.75, 51
2024-13-13 23:03:36,26.59, 127.69, 51
2024-13-13 23:03:41,26.59, 127.62, 51
2024-13-13 23:03:46,26.56, 127.81, 51
2024-13-13 23:03:52,26.59, 127.87, 51
2024-13-13 23:03:57,26.59, 127.69, 51
2024-13-13 23:04:02,26.59, 127.75, 51
2024-13-13 23:04:08,26.59, 127.75, 51
2024-13-13 23:04:13,26.59, 127.87, 51
2024-13-13 23:04:18,26.59, 127.69, 51
2024-13-13 23:04:24,26.59, 127.75, 51
2024-13-13 23:04:29,26.59, 127.81, 51
2024-13-13 23:04:34,26.56, 127.87, 51
2024-13-13 23:04:40,26.56, 127.87, 51
2024-13-13 23:04:45,26.62, 127.81, 51
2024-13-13 23:04:50,26.62, 127.69, 51
2024-13-13 23:04:55,26.59, 127.81, 51
2024-13-13 23:05:01,26.59, 127.69, 50
2024-13-13 23:05:06,26.59, 127.87, 51
2024-13-13 23:05:11,26.59, 127.81, 51
2024-13-13 23:05:17,26.59, 127.75, 53
2024-13-13 23:05:22,26.56, 127.81, 51
2024-13-13 23:05:27,26.59, 127.81, 51
2024-13-13 23:05:33,26.59, 127.87, 51
2024-13-13 23:05:38,26.62, 127.81, 50
2024-13-13 23:05:43,26.62, 127.75, 50
2024-13-13 23:05:49,26.59, 127.81, 50
2024-13-13 23:05:54,26.62, 127.87, 51
2024-13-13 23:05:59,26.59, 127.56, 50
2024-13-13 23:06:05,26.59, 127.62, 50
2024-13-13 23:06:10,26.59, 127.75, 51
2024-13-13 23:06:15,26.62, 127.81, 50
2024-13-13 23:06:21,26.59, 127.75, 50
2024-13-13 23:06:26,26.59, 127.69, 51
2024-13-13 23:06:31,26.59, 127.75, 51
2024-13-13 23:06:36,26.59, 127.87, 51
2024-13-13 23:06:42,26.56, 127.87, 50
2024-13-13 23:06:47,26.59, 127.69, 50
