sep=,
Time, TEMP, HUMIDITY, SOUND(defect)
2024-12-14 22:51:11,27.44, 118.56, 34
2024-12-14 22:51:16,27.44, 118.69, 34
2024-12-14 22:51:21,27.47, 118.56, 34
2024-12-14 22:51:27,27.44, 116.94, 35
2024-12-14 22:51:32,27.44, 117.06, 34
2024-12-14 22:51:37,27.47, 116.62, 34
2024-12-14 22:51:42,27.47, 116.75, 35
2024-12-14 22:51:47,27.47, 116.87, 35
2024-12-14 22:51:52,27.44, 116.69, 35
2024-12-14 22:51:57,27.47, 116.44, 36
2024-12-14 22:52:02,27.47, 116.50, 36
2024-12-14 22:52:07,27.44, 116.31, 36
2024-12-14 22:52:12,27.44, 116.50, 36
2024-12-14 22:52:17,27.47, 117.06, 36
2024-12-14 22:52:22,27.47, 117.37, 36
2024-12-14 22:52:27,27.47, 117.06, 36
2024-12-14 22:52:32,27.50, 117.87, 36
2024-12-14 22:52:37,27.47, 118.37, 36
2024-12-14 22:52:42,27.56, 119.94, 36
2024-12-14 22:52:47,27.53, 119.00, 36
2024-12-14 22:52:52,27.53, 119.31, 36
2024-12-14 22:52:57,27.50, 117.56, 36
2024-12-14 22:53:02,27.50, 117.06, 36
2024-12-14 22:53:07,27.50, 116.94, 36
2024-12-14 22:53:12,27.47, 116.44, 36
2024-12-14 22:53:18,27.47, 116.31, 36
2024-12-14 22:53:23,27.44, 116.06, 36
2024-12-14 22:53:28,27.50, 116.06, 36
2024-12-14 22:53:33,27.47, 116.31, 37
2024-12-14 22:53:38,27.47, 116.06, 36
2024-12-14 22:53:43,27.44, 115.75, 36
2024-12-14 22:53:48,27.44, 115.69, 36
2024-12-14 22:53:53,27.44, 115.62, 36
2024-12-14 22:53:58,27.44, 115.37, 37
2024-12-14 22:54:03,27.44, 115.50, 37
2024-12-14 22:54:08,27.41, 115.69, 36
2024-12-14 22:54:13,27.41, 115.37, 37
2024-12-14 22:54:18,27.41, 115.06, 36
2024-12-14 22:54:23,27.41, 115.06, 36
2024-12-14 22:54:28,27.34, 115.06, 36
2024-12-14 22:54:33,27.37, 115.00, 37
2024-12-14 22:54:38,27.34, 115.12, 37
2024-12-14 22:54:43,27.37, 115.31, 36
2024-12-14 22:54:48,27.34, 115.37, 37
2024-12-14 22:54:53,27.34, 115.62, 36
2024-12-14 22:54:58,27.34, 115.69, 36
2024-12-14 22:55:04,27.31, 115.62, 36
2024-12-14 22:55:09,27.34, 116.00, 36
2024-12-14 22:55:14,27.31, 115.94, 36
2024-12-14 22:55:19,27.31, 116.00, 36
2024-12-14 22:55:24,27.34, 115.94, 36
2024-12-14 22:55:29,27.34, 116.06, 36
2024-12-14 22:55:34,27.31, 115.94, 36
2024-12-14 22:55:39,27.31, 115.75, 37
2024-12-14 22:55:44,27.34, 115.62, 36
2024-12-14 22:55:49,27.31, 115.37, 36
2024-12-14 22:55:54,27.28, 115.37, 36
2024-12-14 22:55:59,27.28, 115.50, 36
2024-12-14 22:56:04,27.28, 115.25, 36
2024-12-14 22:56:09,27.28, 115.25, 36
2024-12-14 22:56:14,27.25, 115.25, 36
2024-12-14 22:56:19,27.25, 115.12, 36
2024-12-14 22:56:24,27.28, 115.44, 36
2024-12-14 22:56:29,27.25, 115.37, 36
2024-12-14 22:56:34,27.25, 115.31, 36
2024-12-14 22:56:39,27.28, 115.31, 36
2024-12-14 22:56:44,27.25, 115.25, 36
2024-12-14 22:56:49,27.25, 115.19, 36
2024-12-14 22:56:55,27.25, 115.25, 37
2024-12-14 22:57:00,27.25, 115.31, 36
2024-12-14 22:57:05,27.22, 115.19, 36
2024-12-14 22:57:10,27.22, 115.37, 35
2024-12-14 22:57:15,27.25, 115.44, 36
2024-12-14 22:57:20,27.22, 115.44, 36
2024-12-14 22:57:25,27.22, 115.44, 36
2024-12-14 22:57:30,27.25, 115.56, 36
2024-12-14 22:57:35,27.22, 115.62, 36
2024-12-14 22:57:40,27.25, 115.75, 35
2024-12-14 22:57:45,27.25, 115.69, 36
2024-12-14 22:57:50,27.25, 115.75, 36
2024-12-14 22:57:55,27.25, 115.37, 36
2024-12-14 22:58:00,27.22, 115.50, 36
2024-12-14 22:58:05,27.25, 115.44, 36
2024-12-14 22:58:10,27.25, 115.37, 36
2024-12-14 22:58:15,27.22, 115.50, 36
2024-12-14 22:58:20,27.19, 115.50, 36
2024-12-14 22:58:25,27.22, 115.37, 36
2024-12-14 22:58:30,27.25, 115.31, 36
2024-12-14 22:58:35,27.22, 115.31, 36
2024-12-14 22:58:41,27.19, 115.25, 36
2024-12-14 22:58:46,27.19, 115.19, 36
2024-12-14 22:58:51,27.19, 115.31, 35
2024-12-14 22:58:56,27.19, 115.19, 36
2024-12-14 22:59:01,27.19, 115.31, 36
2024-12-14 22:59:06,27.19, 115.25, 36
2024-12-14 22:59:11,27.19, 115.31, 36
2024-12-14 22:59:16,27.16, 115.37, 35
2024-12-14 22:59:21,27.19, 115.31, 36
2024-12-14 22:59:26,27.19, 115.19, 35
2024-12-14 22:59:31,27.19, 115.37, 36
2024-12-14 22:59:36,27.19, 115.62, 35
2024-12-14 22:59:41,27.16, 115.81, 35
2024-12-14 22:59:46,27.16, 115.81, 36
2024-12-14 22:59:51,27.19, 115.69, 36
2024-12-14 22:59:56,27.16, 115.81, 36
2024-12-14 23:00:01,27.19, 115.81, 35
2024-12-14 23:00:06,27.16, 115.94, 35
2024-12-14 23:00:11,27.22, 116.06, 35
2024-12-14 23:00:16,27.19, 116.00, 36
2024-12-14 23:00:21,27.19, 115.75, 35
2024-12-14 23:00:26,27.16, 115.62, 35
2024-12-14 23:00:32,27.19, 115.56, 36
