sep=,
Time,visible_light,IR_light,PM1.0 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM2.5 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM10 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM1.0 concentration(Atmospheric environment; unit:ug/m3),PM2.5 concentration(Atmospheric environment;unit:ug/m3),PM10 concentration(Atmospheric environment;unit:ug/m3)
2024-12-17 22:53:50,261, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:53:55,261, 259, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:00,262, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:05,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:10,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:15,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:20,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:25,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:30,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:35,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:40,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:45,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:50,264, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:54:55,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:00,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:05,262, 256, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:10,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:15,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:20,261, 255, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:25,261, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:30,264, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:35,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:40,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:45,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:50,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:55:55,262, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:00,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:05,261, 259, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:10,262, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:15,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:20,263, 260, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:25,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:30,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:35,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:40,261, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:45,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:50,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:56:55,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:00,262, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:05,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:10,261, 259, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:15,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:20,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:25,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:31,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:35,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:40,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:46,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:51,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:57:56,260, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:01,262, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:06,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:11,264, 259, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:16,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:21,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:26,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:31,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:36,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:41,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:46,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:51,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:58:56,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:01,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:06,263, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:11,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:16,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:21,262, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:26,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:31,263, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:36,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:41,261, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:46,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:51,262, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 22:59:56,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:01,264, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:06,262, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:11,261, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:16,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:21,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:26,264, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:31,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:36,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:41,263, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:46,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:51,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:00:56,260, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:01,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:06,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:11,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:16,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:21,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:26,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:31,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:36,261, 258, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:41,264, 258, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:46,262, 256, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:51,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:01:56,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:01,261, 256, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:06,263, 259, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:11,261, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:16,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:21,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:26,261, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:31,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:36,262, 257, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:41,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:47,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:52,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:02:57,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:02,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:07,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:12,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:17,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:22,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:27,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:32,263, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:37,261, 259, 0.02, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:42,264, 257, 0.04, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:47,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:52,263, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:03:57,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:02,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:07,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:12,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:17,262, 258, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:22,262, 257, 0.03, 0, 0, 0, 0, 0, 0
2024-12-17 23:04:27,261, 257, 0.02, 0, 0, 0, 0, 0, 0
