sep=,
Time,visible_light,IR_light,PM1.0 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM2.5 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM10 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM1.0 concentration(Atmospheric environment; unit:ug/m3),PM2.5 concentration(Atmospheric environment;unit:ug/m3),PM10 concentration(Atmospheric environment;unit:ug/m3)
2024-12-14 22:56:09,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:13,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:56:18,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:24,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:56:29,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:34,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:39,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:44,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:49,263, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:56:54,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:56:59,261, 258, 0.02, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:04,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:09,261, 258, 0.02, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:14,261, 257, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:57:19,263, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:57:24,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:57:29,263, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:34,261, 257, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:39,261, 259, 0.02, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:44,262, 259, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:57:49,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:57:54,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:57:59,262, 257, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:04,261, 257, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:09,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:14,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:19,263, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:24,263, 257, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:29,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:34,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:39,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:44,261, 257, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:49,262, 257, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:54,264, 258, 0.04, 14, 20, 23, 14, 20, 23
2024-12-14 22:58:59,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:04,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:09,262, 257, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:14,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:19,262, 257, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:24,261, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:29,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:34,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:39,264, 258, 0.04, 14, 20, 23, 14, 20, 23
2024-12-14 22:59:44,263, 259, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:59:49,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:59:54,262, 257, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 22:59:59,261, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:04,263, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:09,261, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:14,261, 258, 0.02, 13, 19, 22, 13, 19, 22
2024-12-14 23:00:19,263, 257, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 23:00:24,262, 258, 0.03, 13, 19, 22, 13, 19, 22
2024-12-14 23:00:29,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:34,263, 257, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:39,263, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:44,262, 257, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:49,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:54,262, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-14 23:00:59,260, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-14 23:01:04,263, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-14 23:01:09,262, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-14 23:01:14,263, 258, 0.03, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:20,261, 258, 0.02, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:25,262, 258, 0.03, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:29,261, 258, 0.02, 16, 23, 27, 16, 23, 27
2024-12-14 23:01:35,261, 258, 0.02, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:40,261, 259, 0.02, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:45,262, 258, 0.03, 16, 23, 26, 16, 23, 26
2024-12-14 23:01:50,261, 257, 0.02, 16, 23, 27, 16, 23, 27
2024-12-14 23:01:55,263, 258, 0.03, 16, 23, 27, 16, 23, 27
2024-12-14 23:02:00,261, 257, 0.03, 16, 23, 27, 16, 23, 27
2024-12-14 23:02:05,262, 258, 0.03, 17, 24, 28, 17, 24, 28
2024-12-14 23:02:10,261, 259, 0.02, 17, 24, 28, 17, 24, 28
2024-12-14 23:02:15,262, 258, 0.03, 17, 24, 28, 17, 24, 28
2024-12-14 23:02:20,262, 259, 0.03, 17, 24, 28, 17, 24, 28
2024-12-14 23:02:25,261, 257, 0.02, 17, 25, 29, 17, 25, 29
2024-12-14 23:02:30,261, 258, 0.02, 17, 25, 29, 17, 25, 29
2024-12-14 23:02:35,263, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:02:40,263, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:02:45,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:02:50,261, 259, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:02:55,262, 257, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:03:00,262, 258, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:03:05,262, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:03:10,261, 258, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:15,262, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:20,262, 259, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:03:25,262, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:03:30,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:03:35,262, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:40,262, 259, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:45,263, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:50,261, 257, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:03:55,263, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:04:00,261, 257, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:04:05,262, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:04:10,261, 258, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:15,263, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:20,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:25,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:30,262, 259, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:35,261, 257, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:40,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:45,262, 259, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:04:50,262, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:04:55,264, 258, 0.04, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:00,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:05,262, 258, 0.03, 25, 30, 35, 21, 30, 35
2024-12-14 23:05:10,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:15,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:20,262, 259, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:25,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:30,263, 259, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:35,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:40,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:45,261, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:50,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:05:55,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:06:00,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:06:05,263, 257, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:06:11,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:06:15,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:06:20,263, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:06:25,263, 257, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:06:31,261, 258, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:06:36,263, 259, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:06:41,262, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:06:46,262, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:06:51,261, 257, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:06:56,261, 257, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:01,262, 258, 0.04, 19, 28, 33, 19, 28, 33
2024-12-14 23:07:06,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:11,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:16,262, 258, 0.04, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:21,263, 259, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:26,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:31,262, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:36,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:41,261, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:46,260, 259, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:51,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:07:56,261, 257, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:08:01,262, 257, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:08:06,262, 258, 0.03, 25, 30, 35, 21, 30, 35
2024-12-14 23:08:11,263, 256, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:08:16,263, 257, 0.03, 25, 30, 35, 21, 30, 35
2024-12-14 23:08:21,262, 257, 0.03, 25, 30, 35, 21, 30, 35
2024-12-14 23:08:26,264, 257, 0.04, 20, 29, 34, 20, 29, 34
2024-12-14 23:08:31,262, 255, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:08:36,261, 257, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:08:41,262, 256, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:08:46,263, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:08:51,261, 257, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:08:56,264, 258, 0.04, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:01,262, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:09:06,262, 256, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:09:11,262, 259, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:16,261, 258, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:21,261, 257, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:26,262, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:31,262, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:36,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:41,263, 258, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:46,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:51,261, 258, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:09:56,263, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:01,262, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:06,262, 259, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:11,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:16,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:21,261, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:26,262, 258, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:31,263, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:10:36,263, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:10:41,262, 259, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:46,261, 258, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:51,263, 257, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:10:56,262, 256, 0.03, 18, 26, 30, 18, 26, 30
2024-12-14 23:11:01,261, 258, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:11:06,263, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:11,261, 257, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:16,260, 258, 0.04, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:21,263, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:27,260, 256, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:32,261, 258, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:11:37,261, 257, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:11:42,262, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:47,262, 257, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:11:52,261, 258, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:11:57,263, 258, 0.04, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:02,265, 258, 0.04, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:07,262, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:12,264, 258, 0.04, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:17,264, 258, 0.04, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:22,262, 259, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:12:27,262, 258, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:12:32,261, 259, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:37,263, 258, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:42,263, 258, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:12:47,262, 257, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:12:52,263, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:12:57,262, 259, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:02,263, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:07,262, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:12,263, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:17,263, 258, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:13:22,262, 257, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:27,263, 257, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:32,263, 258, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:37,261, 253, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:13:42,262, 253, 0.03, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:47,262, 253, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:13:52,261, 253, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:13:57,261, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:02,259, 254, 0.01, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:07,261, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:12,261, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:17,262, 254, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:22,261, 252, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:27,261, 253, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:14:32,262, 254, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:14:37,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:42,260, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:47,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:52,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:14:57,262, 253, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:02,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:07,261, 255, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:12,260, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:17,261, 252, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:15:22,261, 253, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:15:27,260, 253, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:15:32,260, 252, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:15:37,262, 255, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:42,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:47,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:52,260, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:15:57,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:02,262, 253, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:07,260, 254, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:16:12,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:17,260, 253, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:16:23,261, 255, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:16:28,261, 253, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:16:33,262, 253, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:37,261, 252, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:43,260, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:48,260, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:16:53,260, 253, 0.02, 18, 26, 30, 18, 26, 30
2024-12-14 23:16:58,259, 253, 0.01, 19, 27, 31, 19, 27, 31
2024-12-14 23:17:03,260, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:17:08,261, 254, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:17:13,261, 252, 0.02, 20, 29, 34, 20, 29, 34
2024-12-14 23:17:18,262, 253, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:17:23,262, 254, 0.03, 20, 29, 34, 20, 29, 34
2024-12-14 23:17:28,260, 253, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:17:33,261, 254, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:17:38,260, 254, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:17:43,261, 253, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:17:48,261, 254, 0.02, 19, 28, 32, 19, 28, 32
2024-12-14 23:17:53,261, 253, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:17:58,261, 252, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:03,262, 253, 0.03, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:08,262, 254, 0.03, 19, 28, 32, 19, 28, 32
2024-12-14 23:18:13,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:18,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:23,261, 254, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:28,261, 253, 0.02, 19, 27, 31, 19, 27, 31
2024-12-14 23:18:33,260, 252, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:18:38,261, 253, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:18:43,261, 252, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:18:48,260, 252, 0.02, 19, 28, 33, 19, 28, 33
2024-12-14 23:18:53,261, 251, 0.02, 19, 28, 33, 19, 28, 33
