sep=,
Time,visible_light,IR_light,PM1.0 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM2.5 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM10 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM1.0 concentration(Atmospheric environment; unit:ug/m3),PM2.5 concentration(Atmospheric environment;unit:ug/m3),PM10 concentration(Atmospheric environment;unit:ug/m3)
2024-12-13 22:48:43,265, 260, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 22:48:48,264, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 22:48:53,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:48:58,262, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 22:49:03,261, 259, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:08,263, 258, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:13,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:18,264, 259, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:23,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:29,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:34,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:49:39,261, 260, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:43,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:49:49,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:54,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:49:59,261, 255, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 22:50:04,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:50:09,261, 260, 0.02, 16, 23, 26, 16, 23, 26
2024-12-13 22:50:14,261, 260, 0.02, 16, 23, 26, 16, 23, 26
2024-12-13 22:50:19,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:50:24,263, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:50:29,264, 259, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:50:34,264, 260, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:50:39,264, 259, 0.02, 16, 23, 27, 16, 23, 27
2024-12-13 22:50:44,263, 259, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:50:49,263, 258, 0.03, 17, 24, 28, 17, 24, 28
2024-12-13 22:50:54,262, 259, 0.03, 17, 24, 28, 17, 24, 28
2024-12-13 22:50:59,262, 260, 0.03, 17, 25, 29, 17, 25, 29
2024-12-13 22:51:04,261, 260, 0.02, 17, 24, 28, 17, 24, 28
2024-12-13 22:51:09,262, 258, 0.03, 17, 24, 28, 17, 24, 28
2024-12-13 22:51:14,262, 260, 0.03, 17, 24, 28, 17, 24, 28
2024-12-13 22:51:19,263, 259, 0.03, 17, 24, 28, 17, 24, 28
2024-12-13 22:51:24,264, 260, 0.04, 16, 23, 27, 16, 23, 27
2024-12-13 22:51:29,262, 260, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:51:34,263, 259, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:51:39,264, 260, 0.04, 16, 23, 27, 16, 23, 27
2024-12-13 22:51:44,263, 260, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:51:49,261, 260, 0.02, 16, 23, 26, 16, 23, 26
2024-12-13 22:51:54,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:51:59,264, 259, 0.04, 16, 23, 26, 16, 23, 26
2024-12-13 22:52:04,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:09,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:52:14,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:19,264, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 22:52:24,261, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 22:52:29,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:34,262, 261, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:39,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:44,261, 261, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:49,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:54,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:52:59,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:04,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:09,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:14,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:53:19,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:24,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:29,263, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:34,262, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:53:39,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:53:44,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:53:49,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:53:54,260, 260, 0.02, 14, 20, 23, 14, 20, 23
2024-12-13 22:53:59,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-13 22:54:04,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:54:09,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:54:14,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:54:19,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:54:24,261, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 22:54:29,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:54:34,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:54:40,263, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:54:44,263, 260, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 22:54:50,262, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:54:55,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:00,263, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:05,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:10,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:15,263, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:20,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:25,261, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:30,263, 261, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:35,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:55:40,264, 259, 0.04, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:45,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:50,262, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:55:55,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:00,262, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:05,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:10,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:15,262, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:20,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:25,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:30,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:35,263, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:40,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:45,263, 257, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:56:50,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:56:55,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:57:00,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:57:05,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:57:10,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:57:15,263, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:57:20,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:25,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 22:57:30,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:35,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:40,261, 259, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:45,262, 260, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:50,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:57:55,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:58:00,261, 259, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 22:58:05,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:58:10,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 22:58:15,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:20,264, 259, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:25,264, 258, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:30,261, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:35,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:58:40,265, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:45,263, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:58:50,263, 260, 0.03, 16, 23, 27, 16, 23, 27
2024-12-13 22:58:55,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:00,263, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:05,263, 258, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:10,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:15,264, 260, 0.04, 17, 24, 28, 17, 24, 28
2024-12-13 22:59:20,261, 259, 0.02, 16, 23, 27, 16, 23, 27
2024-12-13 22:59:25,262, 259, 0.02, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:30,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:59:35,262, 259, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 22:59:40,261, 261, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 22:59:45,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:59:51,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 22:59:56,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:00:01,261, 259, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:00:06,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:11,261, 259, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:16,261, 259, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:21,264, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:26,264, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:31,261, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:36,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:41,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:46,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:00:51,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:00:56,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:01:01,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:01:06,264, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:11,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:16,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:01:21,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:01:26,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:01:31,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:36,263, 261, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:01:41,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:46,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:51,264, 261, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:01:56,263, 259, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:02:01,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:02:06,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:02:11,261, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:02:16,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:02:21,262, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:02:26,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:02:31,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:02:36,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:02:41,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:02:46,261, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:02:51,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:02:56,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:03:01,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:03:06,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:03:11,262, 258, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:03:16,263, 260, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:03:21,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:26,263, 260, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:31,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:36,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:41,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:46,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:51,262, 259, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:03:56,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:01,262, 262, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:06,261, 260, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:11,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:16,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:21,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:26,263, 258, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:31,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:36,264, 260, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:42,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:46,262, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:04:52,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:04:56,264, 260, 0.04, 15, 22, 25, 15, 22, 25
2024-12-13 23:05:02,264, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:07,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:12,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:05:17,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:22,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:27,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:32,265, 261, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:37,263, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:05:42,264, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:47,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:52,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:05:57,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:06:02,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:07,260, 259, 0.02, 14, 20, 23, 14, 20, 23
2024-12-13 23:06:12,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:17,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:22,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:27,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:06:32,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:06:37,263, 258, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:06:42,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:47,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:52,263, 261, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:06:57,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:02,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:07,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:12,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:07:17,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:07:22,261, 260, 0.02, 15, 22, 25, 15, 22, 25
2024-12-13 23:07:27,263, 259, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:32,264, 259, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:37,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:42,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:47,264, 260, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:07:52,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:07:57,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:02,262, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:08:07,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:08:12,262, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:17,262, 258, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:22,261, 260, 0.02, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:27,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:32,262, 261, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:37,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:08:42,263, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:08:47,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:08:52,263, 260, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:08:57,262, 259, 0.03, 16, 23, 26, 16, 23, 26
2024-12-13 23:09:02,262, 259, 0.03, 15, 22, 25, 15, 22, 25
2024-12-13 23:09:07,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:12,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:17,263, 261, 0.04, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:22,262, 261, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:27,265, 260, 0.04, 14, 20, 23, 14, 20, 23
2024-12-13 23:09:32,262, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:09:37,261, 258, 0.02, 14, 20, 23, 14, 20, 23
2024-12-13 23:09:42,263, 259, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:09:47,263, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:52,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:09:58,262, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:10:03,262, 260, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:10:07,264, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:10:13,263, 259, 0.03, 15, 21, 24, 15, 21, 24
2024-12-13 23:10:18,263, 260, 0.03, 14, 20, 23, 14, 20, 23
2024-12-13 23:10:23,260, 260, 0.02, 14, 20, 23, 14, 20, 23
2024-12-13 23:10:28,261, 259, 0.03, 14, 20, 23, 14, 20, 23
