sep=,
Time,visible_light,IR_light,PM1.0 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM2.5 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM10 concentration(CF=1; Standard particulate matter; unit:ug/m3),PM1.0 concentration(Atmospheric environment; unit:ug/m3),PM2.5 concentration(Atmospheric environment;unit:ug/m3),PM10 concentration(Atmospheric environment;unit:ug/m3)
2024-12-25 22:36:31,264, 259, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:36:36,262, 257, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:36:41,263, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:36:46,263, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:36:51,262, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:36:56,262, 257, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:37:01,262, 257, 0.03, 11, 16, 18, 11, 16, 18
2024-12-25 22:37:06,262, 257, 0.03, 11, 15, 17, 11, 15, 17
2024-12-25 22:37:11,262, 259, 0.03, 10, 14, 15, 10, 14, 15
2024-12-25 22:37:16,262, 258, 0.03, 10, 14, 14, 10, 14, 14
2024-12-25 22:37:21,261, 259, 0.02, 10, 14, 14, 10, 14, 14
2024-12-25 22:37:26,262, 258, 0.03, 10, 14, 14, 10, 14, 14
2024-12-25 22:37:31,262, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:37:36,262, 259, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:37:41,263, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:37:46,262, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:37:51,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:37:56,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:01,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:06,263, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:11,263, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:16,261, 258, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:21,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:26,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:31,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:36,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:41,262, 260, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:47,261, 257, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:52,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:38:57,261, 256, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:39:02,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:39:07,263, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:39:12,263, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:39:17,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:22,262, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:27,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:32,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:37,263, 258, 0.03, 6, 8, 8, 6, 8, 8
2024-12-25 22:39:42,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:47,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:52,263, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:39:57,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:02,263, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:07,261, 253, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:40:12,262, 253, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:17,261, 253, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:22,262, 254, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:27,260, 252, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:32,261, 252, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:37,261, 253, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:40:42,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:40:47,261, 257, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:40:52,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:40:57,264, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:41:02,263, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:41:07,263, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:12,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:17,264, 257, 0.04, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:22,260, 257, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:41:27,264, 257, 0.04, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:32,260, 257, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:41:37,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:42,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:47,262, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:52,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:41:57,263, 260, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:02,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:42:07,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:12,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:17,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:22,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:27,261, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:32,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:37,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:42,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:47,262, 257, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:52,262, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:42:57,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:02,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:07,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:12,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:17,264, 257, 0.04, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:22,262, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:27,262, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:32,261, 257, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:43:37,261, 257, 0.02, 8, 11, 11, 8, 11, 11
2024-12-25 22:43:42,261, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:43:48,263, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:43:53,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:43:57,262, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:02,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:08,262, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:13,261, 257, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:18,264, 258, 0.04, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:23,262, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:28,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:33,263, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:38,262, 259, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:43,263, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:48,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:44:53,261, 257, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:44:58,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:03,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:08,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:13,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:18,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:23,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:28,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:45:33,262, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:38,262, 256, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:43,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:48,263, 258, 0.03, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:53,263, 257, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:45:58,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:46:03,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:46:08,261, 259, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:46:13,261, 258, 0.02, 7, 10, 10, 7, 10, 10
2024-12-25 22:46:18,263, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:46:23,261, 258, 0.02, 10, 14, 14, 10, 14, 14
2024-12-25 22:46:28,262, 258, 0.03, 10, 14, 14, 10, 14, 14
2024-12-25 22:46:33,262, 258, 0.03, 9, 13, 13, 9, 13, 13
2024-12-25 22:46:38,264, 258, 0.02, 9, 13, 13, 9, 13, 13
2024-12-25 22:46:43,262, 257, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:46:48,262, 258, 0.03, 8, 11, 11, 8, 11, 11
2024-12-25 22:46:53,262, 257, 0.03, 8, 11, 11, 8, 11, 11
